cpu_available,mem_available,time
0.5,0.4995,250000000
0.5,0.4995,251000000
0.5,0.4995,252000000
0.5,0.4995,253000000
0.5,0.4995,254000000
0.5,0.4995,255000000
0.5,0.4995,256000000
0.5,0.4995,257000000
0.5,0.4995,258000000
0.5,0.4995,259000000
0.5,0.4995,260000000
0.5,0.4995,261000000
0.5,0.4995,262000000
0.5,0.4995,263000000
0.5,0.4995,264000000
0.5,0.4995,265000000
0.5,0.4995,266000000
0.5,0.4995,267000000
0.5,0.4995,268000000
0.5,0.4995,269000000
0.5,0.4995,270000000
0.5,0.4995,271000000
0.5,0.4995,272000000
0.5,0.4995,273000000
0.5,0.4995,274000000
0.5,0.4995,275000000
0.5,0.4995,276000000
0.5,0.4995,277000000
0.5,0.4995,278000000
0.5,0.4995,279000000
0.5,0.4995,280000000
0.5,0.4995,281000000
0.5,0.4995,282000000
0.5,0.4995,283000000
0.5,0.4995,284000000
0.5,0.4995,285000000
0.5,0.4995,286000000
0.5,0.4995,287000000
0.5,0.4995,288000000
0.5,0.4995,289000000
0.5,0.4995,290000000
0.5,0.4995,291000000
0.5,0.4995,292000000
0.5,0.4995,293000000
0.5,0.4995,294000000
0.5,0.4995,295000000
0.5,0.4995,296000000
0.5,0.4995,297000000
0.5,0.4995,298000000
0.5,0.4995,299000000
0.5,0.4995,300000000
0.5,0.4995,301000000
0.5,0.4995,302000000
0.5,0.4995,303000000
0.5,0.4995,304000000
0.5,0.4995,305000000
0.5,0.4995,306000000
0.5,0.4995,307000000
0.5,0.4995,308000000
0.5,0.4995,309000000
0.5,0.4995,310000000
0.5,0.4995,311000000
0.5,0.4995,312000000
0.5,0.4995,313000000
0.5,0.4995,314000000
0.5,0.4995,315000000
0.5,0.4995,316000000
0.5,0.4995,317000000
0.5,0.4995,318000000
0.5,0.4995,319000000
0.5,0.4995,320000000
0.5,0.4995,321000000
0.5,0.4995,322000000
0.5,0.4995,323000000
0.5,0.4995,324000000
0.5,0.4995,325000000
0.5,0.4995,326000000
0.5,0.4995,327000000
0.5,0.4995,328000000
0.5,0.4995,329000000
0.5,0.4995,330000000
0.5,0.4995,331000000
0.5,0.4995,332000000
0.5,0.4995,333000000
0.5,0.4995,334000000
0.5,0.4995,335000000
0.5,0.4995,336000000
0.5,0.4995,337000000
0.5,0.4995,338000000
0.5,0.4995,339000000
0.5,0.4995,340000000
0.5,0.4995,341000000
0.5,0.4995,342000000
0.5,0.4995,343000000
0.5,0.4995,344000000
0.5,0.4995,345000000
0.5,0.4995,346000000
0.5,0.4995,347000000
0.5,0.4995,348000000
0.5,0.4995,349000000
0.5,0.4995,350000000
0.5,0.4995,351000000
0.5,0.4995,352000000
0.5,0.4995,353000000
0.5,0.4995,354000000
0.5,0.4995,355000000
0.5,0.4995,356000000
0.5,0.4995,357000000
0.5,0.4995,358000000
0.5,0.4995,359000000
0.5,0.4995,360000000
0.5,0.4995,361000000
0.5,0.4995,362000000
0.5,0.4995,363000000
0.5,0.4995,364000000
0.5,0.4995,365000000
0.5,0.4995,366000000
0.5,0.4995,367000000
0.5,0.4995,368000000
0.5,0.4995,369000000
0.5,0.4995,370000000
0.5,0.4995,371000000
0.5,0.4995,372000000
0.5,0.4995,373000000
0.5,0.4995,374000000
0.5,0.4995,375000000
0.5,0.4995,376000000
0.5,0.4995,377000000
0.5,0.4995,378000000
0.5,0.4995,379000000
0.5,0.4995,380000000
0.5,0.4995,381000000
0.5,0.4995,382000000
0.5,0.4995,383000000
0.5,0.4995,384000000
0.5,0.4995,385000000
0.5,0.4995,386000000
0.5,0.4995,387000000
0.5,0.4995,388000000
0.5,0.4995,389000000
0.5,0.4995,390000000
0.5,0.4995,391000000
0.5,0.4995,392000000
0.5,0.4995,393000000
0.5,0.4995,394000000
0.5,0.4995,395000000
0.5,0.4995,396000000
0.5,0.4995,397000000
0.5,0.4995,398000000
0.5,0.4995,399000000
0.5,0.4995,400000000
0.5,0.4995,401000000
0.5,0.4995,402000000
0.5,0.4995,403000000
0.5,0.4995,404000000
0.5,0.4995,405000000
0.5,0.4995,406000000
0.5,0.4995,407000000
0.5,0.4995,408000000
0.5,0.4995,409000000
0.5,0.4995,410000000
0.5,0.4995,411000000
0.5,0.4995,412000000
0.5,0.4995,413000000
0.5,0.4995,414000000
0.5,0.4995,415000000
0.5,0.4995,416000000
0.5,0.4995,417000000
0.5,0.4995,418000000
0.5,0.4995,419000000
0.5,0.4995,420000000
0.5,0.4995,421000000
0.5,0.4995,422000000
0.5,0.4995,423000000
0.5,0.4995,424000000
0.5,0.4995,425000000
0.5,0.4995,426000000
0.5,0.4995,427000000
0.5,0.4995,428000000
0.5,0.4995,429000000
0.5,0.4995,430000000
0.5,0.4995,431000000
0.5,0.4995,432000000
0.5,0.4995,433000000
0.5,0.4995,434000000
0.5,0.4995,435000000
0.5,0.4995,436000000
0.5,0.4995,437000000
0.5,0.4995,438000000
0.5,0.4995,439000000
0.5,0.4995,440000000
0.5,0.4995,441000000
0.5,0.4995,442000000
0.5,0.4995,443000000
0.5,0.4995,444000000
0.5,0.4995,445000000
0.5,0.4995,446000000
0.5,0.4995,447000000
0.5,0.4995,448000000
0.5,0.4995,449000000
0.5,0.4995,450000000
0.5,0.4995,451000000
0.5,0.4995,452000000
0.5,0.4995,453000000
0.5,0.4995,454000000
0.5,0.4995,455000000
0.5,0.4995,456000000
0.5,0.4995,457000000
0.5,0.4995,458000000
0.5,0.4995,459000000
0.5,0.4995,460000000
0.5,0.4995,461000000
0.5,0.4995,462000000
0.5,0.4995,463000000
0.5,0.4995,464000000
0.5,0.4995,465000000
0.5,0.4995,466000000
0.5,0.4995,467000000
0.5,0.4995,468000000
0.5,0.4995,469000000
0.5,0.4995,470000000
0.5,0.4995,471000000
0.5,0.4995,472000000
0.5,0.4995,473000000
0.5,0.4995,474000000
0.5,0.4995,475000000
0.5,0.4995,476000000
0.5,0.4995,477000000
0.5,0.4995,478000000
0.5,0.4995,479000000
0.5,0.4995,480000000
0.5,0.4995,481000000
0.5,0.4995,482000000
0.5,0.4995,483000000
0.5,0.4995,484000000
0.5,0.4995,485000000
0.5,0.4995,486000000
0.5,0.4995,487000000
0.5,0.4995,488000000
0.5,0.4995,489000000
0.5,0.4995,490000000
0.5,0.4995,491000000
0.5,0.4995,492000000
0.5,0.4995,493000000
0.5,0.4995,494000000
0.5,0.4995,495000000
0.5,0.4995,496000000
0.5,0.4995,497000000
0.5,0.4995,498000000
0.5,0.4995,499000000
0.5,0.4995,500000000
0.5,0.4995,501000000
0.5,0.4995,502000000
0.5,0.4995,503000000
0.5,0.4995,504000000
0.5,0.4995,505000000
0.5,0.4995,506000000
0.5,0.4995,507000000
0.5,0.4995,508000000
0.5,0.4995,509000000
0.5,0.4995,510000000
0.5,0.4995,511000000
0.5,0.4995,512000000
0.5,0.4995,513000000
0.5,0.4995,514000000
0.5,0.4995,515000000
0.5,0.4995,516000000
0.5,0.4995,517000000
0.5,0.4995,518000000
0.5,0.4995,519000000
0.5,0.4995,520000000
0.5,0.4995,521000000
0.5,0.4995,522000000
0.5,0.4995,523000000
0.5,0.4995,524000000
0.5,0.4995,525000000
0.5,0.4995,526000000
0.5,0.4995,527000000
0.5,0.4995,528000000
0.5,0.4995,529000000
0.5,0.4995,530000000
0.5,0.4995,531000000
0.5,0.4995,532000000
0.5,0.4995,533000000
0.5,0.4995,534000000
0.5,0.4995,535000000
0.5,0.4995,536000000
0.5,0.4995,537000000
0.5,0.4995,538000000
0.5,0.4995,539000000
0.5,0.4995,540000000
0.5,0.4995,541000000
0.5,0.4995,542000000
0.5,0.4995,543000000
0.5,0.4995,544000000
0.5,0.4995,545000000
0.5,0.4995,546000000
0.5,0.4995,547000000
0.5,0.4995,548000000
0.5,0.4995,549000000
0.5,0.4995,550000000
0.5,0.4995,551000000
0.5,0.4995,552000000
0.5,0.4995,553000000
0.5,0.4995,554000000
0.5,0.4995,555000000
0.5,0.4995,556000000
0.5,0.4995,557000000
0.5,0.4995,558000000
0.5,0.4995,559000000
0.5,0.4995,560000000
0.5,0.4995,561000000
0.5,0.4995,562000000
0.5,0.4995,563000000
0.5,0.4995,564000000
0.5,0.4995,565000000
0.5,0.4995,566000000
0.5,0.4995,567000000
0.5,0.4995,568000000
0.5,0.4995,569000000
0.5,0.4995,570000000
0.5,0.4995,571000000
0.5,0.4995,572000000
0.5,0.4995,573000000
0.5,0.4995,574000000
0.5,0.4995,575000000
0.5,0.4995,576000000
0.5,0.4995,577000000
0.5,0.4995,578000000
0.5,0.4995,579000000
0.5,0.4995,580000000
0.5,0.4995,581000000
0.5,0.4995,582000000
0.5,0.4995,583000000
0.5,0.4995,584000000
0.5,0.4995,585000000
0.5,0.4995,586000000
0.5,0.4995,587000000
0.5,0.4995,588000000
0.5,0.4995,589000000
0.5,0.4995,590000000
0.5,0.4995,591000000
0.5,0.4995,592000000
0.5,0.4995,593000000
0.5,0.4995,594000000
0.5,0.4995,595000000
0.5,0.4995,596000000
0.5,0.4995,597000000
0.5,0.4995,598000000
0.5,0.4995,599000000
0.5,0.4995,600000000
0.5,0.4995,601000000
0.5,0.4995,602000000
0.5,0.4995,603000000
0.5,0.4995,604000000
0.5,0.4995,605000000
0.5,0.4995,606000000
0.5,0.4995,607000000
0.5,0.4995,608000000
0.5,0.4995,609000000
0.5,0.4995,610000000
0.5,0.4995,611000000
0.5,0.4995,612000000
0.5,0.4995,613000000
0.5,0.4995,614000000
0.5,0.4995,615000000
0.5,0.4995,616000000
0.5,0.4995,617000000
0.5,0.4995,618000000
0.5,0.4995,619000000
0.5,0.4995,620000000
0.5,0.4995,621000000
0.5,0.4995,622000000
0.5,0.4995,623000000
0.5,0.4995,624000000
0.5,0.4995,625000000
0.5,0.4995,626000000
0.5,0.4995,627000000
0.5,0.4995,628000000
0.5,0.4995,629000000
0.5,0.4995,630000000
0.5,0.4995,631000000
0.5,0.4995,632000000
0.5,0.4995,633000000
0.5,0.4995,634000000
0.5,0.4995,635000000
0.5,0.4995,636000000
0.5,0.4995,637000000
0.5,0.4995,638000000
0.5,0.4995,639000000
0.5,0.4995,640000000
0.5,0.4995,641000000
0.5,0.4995,642000000
0.5,0.4995,643000000
0.5,0.4995,644000000
0.5,0.4995,645000000
0.5,0.4995,646000000
0.5,0.4995,647000000
0.5,0.4995,648000000
0.5,0.4995,649000000
0.5,0.4995,650000000
0.5,0.4995,651000000
0.5,0.4995,652000000
0.5,0.4995,653000000
0.5,0.4995,654000000
0.5,0.4995,655000000
0.5,0.4995,656000000
0.5,0.4995,657000000
0.5,0.4995,658000000
0.5,0.4995,659000000
0.5,0.4995,660000000
0.5,0.4995,661000000
0.5,0.4995,662000000
0.5,0.4995,663000000
0.5,0.4995,664000000
0.5,0.4995,665000000
0.5,0.4995,666000000
0.5,0.4995,667000000
0.5,0.4995,668000000
0.5,0.4995,669000000
0.5,0.4995,670000000
0.5,0.4995,671000000
0.5,0.4995,672000000
0.5,0.4995,673000000
0.5,0.4995,674000000
0.5,0.4995,675000000
0.5,0.4995,676000000
0.5,0.4995,677000000
0.5,0.4995,678000000
0.5,0.4995,679000000
0.5,0.4995,680000000
0.5,0.4995,681000000
0.5,0.4995,682000000
0.5,0.4995,683000000
0.5,0.4995,684000000
0.5,0.4995,685000000
0.5,0.4995,686000000
0.5,0.4995,687000000
0.5,0.4995,688000000
0.5,0.4995,689000000
0.5,0.4995,690000000
0.5,0.4995,691000000
0.5,0.4995,692000000
0.5,0.4995,693000000
0.5,0.4995,694000000
0.5,0.4995,695000000
0.5,0.4995,696000000
0.5,0.4995,697000000
0.5,0.4995,698000000
0.5,0.4995,699000000
0.5,0.4995,700000000
0.5,0.4995,701000000
0.5,0.4995,702000000
0.5,0.4995,703000000
0.5,0.4995,704000000
0.5,0.4995,705000000
0.5,0.4995,706000000
0.5,0.4995,707000000
0.5,0.4995,708000000
0.5,0.4995,709000000
0.5,0.4995,710000000
0.5,0.4995,711000000
0.5,0.4995,712000000
0.5,0.4995,713000000
0.5,0.4995,714000000
0.5,0.4995,715000000
0.5,0.4995,716000000
0.5,0.4995,717000000
0.5,0.4995,718000000
0.5,0.4995,719000000
0.5,0.4995,720000000
0.5,0.4995,721000000
0.5,0.4995,722000000
0.5,0.4995,723000000
0.5,0.4995,724000000
0.5,0.4995,725000000
0.5,0.4995,726000000
0.5,0.4995,727000000
0.5,0.4995,728000000
0.5,0.4995,729000000
0.5,0.4995,730000000
0.5,0.4995,731000000
0.5,0.4995,732000000
0.5,0.4995,733000000
0.5,0.4995,734000000
0.5,0.4995,735000000
0.5,0.4995,736000000
0.5,0.4995,737000000
0.5,0.4995,738000000
0.5,0.4995,739000000
0.5,0.4995,740000000
0.5,0.4995,741000000
0.5,0.4995,742000000
0.5,0.4995,743000000
0.5,0.4995,744000000
0.5,0.4995,745000000
0.5,0.4995,746000000
0.5,0.4995,747000000
0.5,0.4995,748000000
0.5,0.4995,749000000
0.5,0.4995,750000000
0.5,0.4995,751000000
0.5,0.4995,752000000
0.5,0.4995,753000000
0.5,0.4995,754000000
0.5,0.4995,755000000
0.5,0.4995,756000000
0.5,0.4995,757000000
0.5,0.4995,758000000
0.5,0.4995,759000000
0.5,0.4995,760000000
0.5,0.4995,761000000
0.5,0.4995,762000000
0.5,0.4995,763000000
0.5,0.4995,764000000
0.5,0.4995,765000000
0.5,0.4995,766000000
0.5,0.4995,767000000
0.5,0.4995,768000000
0.5,0.4995,769000000
0.5,0.4995,770000000
0.5,0.4995,771000000
0.5,0.4995,772000000
0.5,0.4995,773000000
0.5,0.4995,774000000
0.5,0.4995,775000000
0.5,0.4995,776000000
0.5,0.4995,777000000
0.5,0.4995,778000000
0.5,0.4995,779000000
0.5,0.4995,780000000
0.5,0.4995,781000000
0.5,0.4995,782000000
0.5,0.4995,783000000
0.5,0.4995,784000000
0.5,0.4995,785000000
0.5,0.4995,786000000
0.5,0.4995,787000000
0.5,0.4995,788000000
0.5,0.4995,789000000
0.5,0.4995,790000000
0.5,0.4995,791000000
0.5,0.4995,792000000
0.5,0.4995,793000000
0.5,0.4995,794000000
0.5,0.4995,795000000
0.5,0.4995,796000000
0.5,0.4995,797000000
0.5,0.4995,798000000
0.5,0.4995,799000000
0.5,0.4995,800000000
0.5,0.4995,801000000
0.5,0.4995,802000000
0.5,0.4995,803000000
0.5,0.4995,804000000
0.5,0.4995,805000000
0.5,0.4995,806000000
0.5,0.4995,807000000
0.5,0.4995,808000000
0.5,0.4995,809000000
0.5,0.4995,810000000
0.5,0.4995,811000000
0.5,0.4995,812000000
0.5,0.4995,813000000
0.5,0.4995,814000000
0.5,0.4995,815000000
0.5,0.4995,816000000
0.5,0.4995,817000000
0.5,0.4995,818000000
0.5,0.4995,819000000
0.5,0.4995,820000000
0.5,0.4995,821000000
0.5,0.4995,822000000
0.5,0.4995,823000000
0.5,0.4995,824000000
0.5,0.4995,825000000
0.5,0.4995,826000000
0.5,0.4995,827000000
0.5,0.4995,828000000
0.5,0.4995,829000000
0.5,0.4995,830000000
0.5,0.4995,831000000
0.5,0.4995,832000000
0.5,0.4995,833000000
0.5,0.4995,834000000
0.5,0.4995,835000000
0.5,0.4995,836000000
0.5,0.4995,837000000
0.5,0.4995,838000000
0.5,0.4995,839000000
0.5,0.4995,840000000
0.5,0.4995,841000000
0.5,0.4995,842000000
0.5,0.4995,843000000
0.5,0.4995,844000000
0.5,0.4995,845000000
0.5,0.4995,846000000
0.5,0.4995,847000000
0.5,0.4995,848000000
0.5,0.4995,849000000
0.5,0.4995,850000000
0.5,0.4995,851000000
0.5,0.4995,852000000
0.5,0.4995,853000000
0.5,0.4995,854000000
0.5,0.4995,855000000
0.5,0.4995,856000000
0.5,0.4995,857000000
0.5,0.4995,858000000
0.5,0.4995,859000000
0.5,0.4995,860000000
0.5,0.4995,861000000
0.5,0.4995,862000000
0.5,0.4995,863000000
0.5,0.4995,864000000
0.5,0.4995,865000000
0.5,0.4995,866000000
0.5,0.4995,867000000
0.5,0.4995,868000000
0.5,0.4995,869000000
0.5,0.4995,870000000
0.5,0.4995,871000000
0.5,0.4995,872000000
0.5,0.4995,873000000
0.5,0.4995,874000000
0.5,0.4995,875000000
0.5,0.4995,876000000
0.5,0.4995,877000000
0.5,0.4995,878000000
0.5,0.4995,879000000
0.5,0.4995,880000000
0.5,0.4995,881000000
0.5,0.4995,882000000
0.5,0.4995,883000000
0.5,0.4995,884000000
0.5,0.4995,885000000
0.5,0.4995,886000000
0.5,0.4995,887000000
0.5,0.4995,888000000
0.5,0.4995,889000000
0.5,0.4995,890000000
0.5,0.4995,891000000
0.5,0.4995,892000000
0.5,0.4995,893000000
0.5,0.4995,894000000
0.5,0.4995,895000000
0.5,0.4995,896000000
0.5,0.4995,897000000
0.5,0.4995,898000000
0.5,0.4995,899000000
0.5,0.4995,900000000
0.5,0.4995,901000000
0.5,0.4995,902000000
0.5,0.4995,903000000
0.5,0.4995,904000000
0.5,0.4995,905000000
0.5,0.4995,906000000
0.5,0.4995,907000000
0.5,0.4995,908000000
0.5,0.4995,909000000
0.5,0.4995,910000000
0.5,0.4995,911000000
0.5,0.4995,912000000
0.5,0.4995,913000000
0.5,0.4995,914000000
0.5,0.4995,915000000
0.5,0.4995,916000000
0.5,0.4995,917000000
0.5,0.4995,918000000
0.5,0.4995,919000000
0.5,0.4995,920000000
0.5,0.4995,921000000
0.5,0.4995,922000000
0.5,0.4995,923000000
0.5,0.4995,924000000
0.5,0.4995,925000000
0.5,0.4995,926000000
0.5,0.4995,927000000
0.5,0.4995,928000000
0.5,0.4995,929000000
0.5,0.4995,930000000
0.5,0.4995,931000000
0.5,0.4995,932000000
0.5,0.4995,933000000
0.5,0.4995,934000000
0.5,0.4995,935000000
0.5,0.4995,936000000
0.5,0.4995,937000000
0.5,0.4995,938000000
0.5,0.4995,939000000
0.5,0.4995,940000000
0.5,0.4995,941000000
0.5,0.4995,942000000
0.5,0.4995,943000000
0.5,0.4995,944000000
0.5,0.4995,945000000
0.5,0.4995,946000000
0.5,0.4995,947000000
0.5,0.4995,948000000
0.5,0.4995,949000000
0.5,0.4995,950000000
0.5,0.4995,951000000
0.5,0.4995,952000000
0.5,0.4995,953000000
0.5,0.4995,954000000
0.5,0.4995,955000000
0.5,0.4995,956000000
0.5,0.4995,957000000
0.5,0.4995,958000000
0.5,0.4995,959000000
0.5,0.4995,960000000
0.5,0.4995,961000000
0.5,0.4995,962000000
0.5,0.4995,963000000
0.5,0.4995,964000000
0.5,0.4995,965000000
0.5,0.4995,966000000
0.5,0.4995,967000000
0.5,0.4995,968000000
0.5,0.4995,969000000
0.5,0.4995,970000000
0.5,0.4995,971000000
0.5,0.4995,972000000
0.5,0.4995,973000000
0.5,0.4995,974000000
0.5,0.4995,975000000
0.5,0.4995,976000000
0.5,0.4995,977000000
0.5,0.4995,978000000
0.5,0.4995,979000000
0.5,0.4995,980000000
0.5,0.4995,981000000
0.5,0.4995,982000000
0.5,0.4995,983000000
0.5,0.4995,984000000
0.5,0.4995,985000000
0.5,0.4995,986000000
0.5,0.4995,987000000
0.5,0.4995,988000000
0.5,0.4995,989000000
0.5,0.4995,990000000
0.5,0.4995,991000000
0.5,0.4995,992000000
0.5,0.4995,993000000
0.5,0.4995,994000000
0.5,0.4995,995000000
0.5,0.4995,996000000
0.5,0.4995,997000000
0.5,0.4995,998000000
0.5,0.4995,999000000
0.5,0.4995,1000000000
0.5,0.4995,1001000000
0.5,0.4995,1002000000
0.5,0.4995,1003000000
0.5,0.4995,1004000000
0.5,0.4995,1005000000
0.5,0.4995,1006000000
0.5,0.4995,1007000000
0.5,0.4995,1008000000
0.5,0.4995,1009000000
0.5,0.4995,1010000000
0.5,0.4995,1011000000
0.5,0.4995,1012000000
0.5,0.4995,1013000000
0.5,0.4995,1014000000
0.5,0.4995,1015000000
0.5,0.4995,1016000000
0.5,0.4995,1017000000
0.5,0.4995,1018000000
0.5,0.4995,1019000000
0.5,0.4995,1020000000
0.5,0.4995,1021000000
0.5,0.4995,1022000000
0.5,0.4995,1023000000
0.5,0.4995,1024000000
0.5,0.4995,1025000000
0.5,0.4995,1026000000
0.5,0.4995,1027000000
0.5,0.4995,1028000000
0.5,0.4995,1029000000
0.5,0.4995,1030000000
0.5,0.4995,1031000000
0.5,0.4995,1032000000
0.5,0.4995,1033000000
0.5,0.4995,1034000000
0.5,0.4995,1035000000
0.5,0.4995,1036000000
0.5,0.4995,1037000000
0.5,0.4995,1038000000
0.5,0.4995,1039000000
0.5,0.4995,1040000000
0.5,0.4995,1041000000
0.5,0.4995,1042000000
0.5,0.4995,1043000000
0.5,0.4995,1044000000
0.5,0.4995,1045000000
0.5,0.4995,1046000000
0.5,0.4995,1047000000
0.5,0.4995,1048000000
0.5,0.4995,1049000000
0.5,0.4995,1050000000
0.5,0.4995,1051000000
0.5,0.4995,1052000000
0.5,0.4995,1053000000
0.5,0.4995,1054000000
0.5,0.4995,1055000000
0.5,0.4995,1056000000
0.5,0.4995,1057000000
0.5,0.4995,1058000000
0.5,0.4995,1059000000
0.5,0.4995,1060000000
0.5,0.4995,1061000000
0.5,0.4995,1062000000
0.5,0.4995,1063000000
0.5,0.4995,1064000000
0.5,0.4995,1065000000
0.5,0.4995,1066000000
0.5,0.4995,1067000000
0.5,0.4995,1068000000
